CompName,Expt,Mannhold_LogP,Atomic_Polarizabilities,Aromatic_Atoms_Count,Aromatic_Bonds_Count,Element_Count,Bond_Polarizabilities,Bond_Count,Eccentric_Connectivity_Index,Fragment_Complexity,VABC_Volume_Descriptor,Hydrogen_Bond_Acceptors,Hydrogen_Bond_Donors,Largest_Chain,Largest_Pi_Chain,Petitjean_Number,Rotatable_Bonds_Count,Lipinski's_Rule_of_Five,Topological_Polar_Surface_Area,Vertex_adjacency_information_magnitude,Molecular_Weight,XLogP,Zagreb_Index,Formal_Charge,Formal_Charge_(pos),Formal_Charge_(neg),Heavy_Atoms_Count,Molar_Mass,SP3_Character
train1131,1,2.56,41.0627,9,10,34,23.2733,20,296,990.04,229.1459,1,1,2,10,0.5,4,0,34.4,5.3219,309.0364,2.834,96,0,0,0,18,310.1864,0.1765
train1132,1,2.23,35.4139,6,6,30,21.2861,15,231,690.04,215.0774,3,1,6,7,0.5,7,0,32.34,4.9069,270.0368,2.367,68,0,0,0,15,271.1535,0.1333
train1133,1,3,48.2079,12,12,40,27.0501,21,315,1301.03,279.3271,2,0,6,6,0.5,9,0,12.47,5.3923,333.0728,3.956,96,0,0,0,20,334.251,0.125
train1134,1,4.21,89.0115,12,12,78,53.1265,39,1291,5068.06,527.4896,4,0,11,8,0.4783,19,3,46.61,6.2854,573.2254,9.172,180,0,0,0,37,574.5652,0.2179
train1135,1,3.55,71.483,0,0,65,42.917,35,696,3831.06,421.3693,6,2,4,6,0.5,9,0,93.06,6.1293,430.2355,1.914,184,0,0,0,31,430.5348,0.2923
train1136,1,3,64.7346,6,6,59,44.3854,31,829,3088.07,370.8283,7,0,4,7,0.4706,6,0,69.64,5.9542,385.2478,2.377,148,0,0,0,28,385.5039,0.2542
train1137,1,2.01,32.8747,0,0,31,21.6853,15,151,751.05,209.6147,5,2,4,8,0.4286,6,0,75.27,4.9069,212.1161,1.51,74,0,0,0,15,212.246,0.2258
train1138,1,3.66,56.0634,12,12,49,31.4966,24,344,2139.01,308.0808,1,0,5,6,0.4444,7,0,3.24,5.585,293.2143,4.969,114,0,0,0,22,293.4466,0.1837
train1139,1,2.23,33.8327,6,6,31,20.3653,15,229,751.04,204.584,4,2,8,6,0.5,7,0,50.36,4.9069,208.1212,2.916,66,0,0,0,15,208.2574,0.129
train1140,1,1.24,24.1803,0,0,20,13.5397,11,120,229.07,175.4006,4,2,8,4,0.4286,9,0,58.56,4.4594,234.957,1.605,52,0,0,0,12,236.4809,0.2
train1141,1,1.68,27.8423,0,0,25,17.4177,11,101,444.05,183.213,4,2,7,6,0.5,6,0,72.19,4.4594,236.016,1.067,52,0,0,0,12,237.0941,0.2
train1142,1,3.55,66.8498,12,12,59,40.5882,31,667,2909.05,392.0632,5,0,4,9,0.5,10,0,49.85,5.9542,394.2256,3.391,146,0,0,0,29,394.5075,0.1695
train1143,1,2.34,38.7175,6,6,33,21.4045,16,198,849.04,235.1516,2,1,5,6,0.5,10,0,23.47,5,261.0687,2.92,78,0,0,0,16,262.1758,0.1818
train1144,1,3.11,50.0627,12,12,42,27.3373,23,341,1516.03,282.4006,2,0,0,6,0.5,5,0,6.48,5.5236,300.1393,3.613,108,0,0,0,21,300.8263,0.1429
train1145,1,1.46,19.0496,0,0,15,8.9124,7,34,140.04,132.1638,1,1,4,0,0.3333,7,0,20.23,3.8074,175.9562,2.214,38,0,0,0,8,177.4567,0.2667
train1146,1,3.11,59.8198,0,0,52,30.6242,30,513,2323.06,368.3262,5,2,4,6,0.5,7,0,91.67,5.9069,392.1391,0.463,160,0,0,0,27,392.8739,0.2692
train1147,1,3.11,50.4314,12,12,43,28.3666,22,326,1516.03,292.5506,2,0,7,6,0.5,10,0,12.47,5.4594,303.139,4.294,104,0,0,0,21,303.827,0.1395
train1148,1,3.11,49.8623,12,12,39,24.3577,23,332,1261.03,287.2764,1,0,5,14,0.4444,6,1,28.54,5.5236,315.0848,5.186,110,0,0,0,21,315.8619,0.1026
train1149,1,2.12,29.1519,6,6,24,14.8861,15,177,443.04,179.1458,2,1,3,10,0.5,3,0,38.33,4.9069,211.04,2.429,70,0,0,0,14,211.6452,0.125
train1150,1,3.33,53.8362,12,12,46,29.7638,25,378,1798.03,307.5054,3,0,5,15,0.5,6,0,30.27,5.6439,305.1892,3.753,118,0,0,0,23,305.4175,0.1522
train1151,1,3.33,49.3447,12,12,42,26.8533,23,331,1516.02,279.6426,1,0,5,15,0.4444,5,0,12.47,5.5236,279.1623,3.994,108,0,0,0,21,279.3768,0.119
train1152,1,3.11,59.7046,13,13,53,37.1734,29,673,2323.06,362.502,3,1,3,9,0.4667,9,0,62.24,5.858,370.1893,2.557,136,0,0,0,27,370.4429,0.1509
train1153,1,3.99,63.9054,18,18,54,33.4126,29,702,2434.02,364.6091,2,0,8,8,0.4667,10,1,12.47,5.858,357.2093,5.47,130,0,0,0,27,357.4889,0.0926
train1154,1,2.89,64.5718,6,6,59,38.9062,31,733,2909.08,387.132,4,2,3,14,0.4667,9,0,113.41,5.9542,402.2267,4.023,146,0,0,0,29,402.4881,0.2034
train1155,1,2.34,32.3135,6,6,26,16.0265,14,197,494.03,201.4441,2,1,6,11,0.4444,5,0,29.1,4.8074,253.0102,2.92,62,0,0,0,14,254.123,0.0769
train1156,1,2.23,35.4299,6,6,32,22.4441,17,229,752.05,225.8272,2,1,4,14,0.4444,8,0,70.78,5.0875,237.1001,0.658,78,0,0,0,17,237.2523,0.0938
train1157,1,3.22,52.7617,12,12,45,28.7163,26,423,1657.04,311.3664,3,0,5,8,0.4545,8,0,36.26,5.7004,324.1638,3.537,126,0,0,0,24,324.3927,0.1556
train1158,1,3,38.7303,12,12,31,14.5097,20,223,783.02,225.1182,2,1,3,14,0.4286,1,0,43.09,5.3219,235.0997,3,96,0,0,0,18,235.2811,0.0323
train1159,1,3,48.1975,12,12,39,23.9225,25,316,1302.04,276.198,3,0,0,9,0.5,2,0,23.55,5.6439,312.1029,2.674,124,0,0,0,22,312.794,0.1282
train1160,1,3,47.3379,12,12,40,24.2641,21,263,1301.03,275.2546,2,1,5,6,0.5,9,0,23.47,5.3923,289.1233,3.371,98,0,0,0,20,289.8004,0.125
train1161,1,2.89,48.0083,17,17,36,19.6717,26,361,1015.05,277.4426,2,0,0,19,0.4444,4,1,30.18,5.7004,341.0487,5.035,128,0,0,0,23,342.2225,0.0556
train1162,1,3.44,72.0844,0,0,64,41.3956,35,656,3497.07,443.5777,5,1,4,6,0.4615,12,0,80.67,6.1293,466.1922,2.976,186,0,0,0,32,466.9709,0.2813
train1163,1,3.11,50.0627,12,12,42,26.0173,23,332,1516.03,282.4006,2,1,5,13,0.4444,7,0,15.27,5.5236,300.1393,4.328,110,0,0,0,21,300.8263,0.1429
train1164,1,2.34,40.9539,12,12,32,15.5461,24,333,694.07,259.9708,3,1,3,20,0.4444,3,0,87.28,5.585,315.0411,2.668,116,0,0,0,22,315.7117,0.0313
train1165,1,3.22,49.5243,12,12,40,23.9937,25,354,1387.03,282.4972,1,0,0,15,0.4444,2,0,12.47,5.6439,311.1077,3.943,122,0,0,0,22,311.806,0.125
train1166,1,2.89,52.0623,12,12,41,27.6577,26,395,1430.05,296.9135,3,0,0,15,0.5,3,0,44.14,5.7004,343.091,4.468,126,0,0,0,23,343.8753,0.122
train1167,1,2.45,44.6267,6,6,40,26.5493,19,318,1258.05,271.683,2,1,12,9,0.4545,12,0,56.84,5.2479,284.1292,2.939,82,0,0,0,19,284.7822,0.175
train1168,1,2.67,47.4191,12,12,37,21.6589,26,320,1094.06,282.9033,4,1,0,9,0.5,3,0,41.57,5.7004,348.0432,3.136,130,0,0,0,23,349.2118,0.1081
train1169,1,2.89,62.1518,12,12,52,37.2902,30,697,2323.07,353.9289,5,1,3,13,0.4667,8,0,68.14,5.9069,404.1438,3.333,142,0,0,0,27,404.9585,0.1731
train1170,1,3.11,68.06,0,0,62,40.102,36,719,3169.09,431.996,6,2,6,6,0.5,13,0,100.9,6.1699,470.1916,1.563,196,0,0,0,33,470.4796,0.2742
train1171,1,3.22,59.6402,0,0,54,33.4838,29,496,2599.05,355.7516,5,2,4,4,0.5,6,0,91.67,5.858,360.1937,0.14,154,0,0,0,26,360.4448,0.2963
train1172,1,3.11,53.6427,12,12,44,29.8573,25,377,1610.04,308.7184,3,0,5,15,0.5,7,0,55.57,5.6439,323.1456,4.321,120,0,0,0,23,323.4569,0.1364
train1173,1,2.56,30.4619,6,6,27,15.7381,13,124,652.01,166.2868,1,1,0,6,0.5,2,0,26.02,4.7004,161.1204,2.073,60,0,0,0,12,161.2439,0.1852
train1174,1,2.67,44.8734,6,6,41,30.5226,21,331,1507.04,251.6914,3,1,2,8,0.5,4,0,33.73,5.3923,262.1681,1.721,98,0,0,0,19,262.348,0.2195
train1175,1,3.33,51.643,12,12,45,28.877,23,368,1789.02,284.4856,2,1,5,13,0.4545,7,0,15.27,5.5236,280.1939,4.164,110,0,0,0,21,280.408,0.1556
train1176,1,3.11,45.2555,12,12,36,22.8445,21,257,1102.02,254.7694,1,0,3,14,0.375,4,0,28.54,5.3923,267.1082,4.113,100,0,0,0,19,267.3903,0.0833
train1177,1,3.44,51.1047,12,12,43,24.9373,25,354,1654.02,284.5821,2,1,0,14,0.4444,2,0,23.47,5.6439,291.1623,2.815,122,0,0,0,22,291.3876,0.1395
train1178,1,3.55,54.1982,16,17,46,29.0398,25,475,1798.02,300.6981,1,0,6,11,0.5,8,1,12.47,5.6439,305.178,5.227,116,0,0,0,23,305.4142,0.1087
train1179,1,3.55,60.761,12,12,54,36.557,26,369,2425.03,352.6772,3,0,9,6,0.4444,13,0,29.54,5.7004,339.2198,4.37,122,0,0,0,25,339.472,0.1667
train1180,1,3.11,44.1223,12,12,37,22.9777,21,284,1179.02,247.2571,2,0,0,9,0.4444,3,0,15.6,5.3923,250.147,3.972,100,0,0,0,19,250.3389,0.1081
train1181,1,3.22,60.184,15,16,52,33.976,31,812,2269.06,353.3889,2,1,3,10,0.4706,7,0,58.1,5.9542,381.1853,2.869,148,0,0,0,28,381.4441,0.1538
train1182,1,3.44,70.5826,0,0,63,41.9154,36,723,3497.07,427.0931,7,1,6,6,0.5,9,0,102.26,6.1699,441.2151,1.915,190,0,0,0,32,441.5177,0.2698
train1183,1,3,45.8891,9,10,39,24.0709,23,324,1384.03,248.5339,2,1,3,9,0.4444,2,0,42.82,5.5236,265.1579,2.069,114,0,0,0,20,265.3535,0.2051
train1184,1,2.56,40.4299,12,12,30,14.7101,22,277,644.05,249.2411,3,1,0,17,0.5,3,0,41.46,5.4594,304.017,3.398,106,0,0,0,20,305.1591,0.0333
train1185,1,3.11,46.6843,15,17,39,22.2537,23,368,1261.03,270.7069,1,1,6,17,0.5,5,0,33.62,5.5236,278.1419,4.903,106,0,0,0,21,278.349,0.0769
train1186,1,3.22,49.7779,17,17,42,25.1641,24,517,1474.03,277.1029,2,1,3,6,0.5,7,0,38.05,5.585,292.1576,3.716,110,0,0,0,22,292.3756,0.0952
train1187,1,3.33,50.3094,12,12,43,28.0106,23,331,1605.02,281.8491,2,0,5,15,0.4444,6,0,6.48,5.5236,278.1783,4.318,108,0,0,0,21,278.3921,0.1163
train1188,1,1.02,10.7576,0,0,12,11.3204,9,72,31.07,105.64,1,0,6,0,0.4,9,0,9.23,4.1699,168.001,2.466,44,0,0,0,10,168.0379,0.25
train1189,1,3,46.6267,6,6,41,26.8533,24,274,1645.03,250.5737,1,1,0,8,0.5,2,0,32.7,5.585,271.1572,1.774,126,0,0,0,20,271.3548,0.2683
train1190,1,3.88,63.479,12,12,55,33.683,30,482,2831.02,344.046,2,1,3,6,0.4545,4,0,23.47,5.9069,347.2249,4.442,152,0,0,0,26,347.4941,0.2182
train1191,1,3.22,50.2518,6,6,45,31.2262,23,300,1924.02,271.436,1,0,2,7,0.4444,3,0,12.47,5.5236,271.1936,3.612,116,0,0,0,20,271.3979,0.2667
train1192,1,3.77,69.1414,12,12,61,41.8166,32,513,3284.04,390.849,4,0,5,6,0.5,7,0,32.78,6,392.2464,3.949,152,0,0,0,29,392.5347,0.1967
train1193,1,3.11,47.1582,6,6,42,27.1238,22,255,1683.02,254.14,1,1,0,7,0.5,2,0,23.47,5.4594,257.178,3.291,112,0,0,0,19,257.3713,0.2619
train1194,1,1.9,32.1697,6,6,29,19.8283,19,297,594.07,210.4302,3,1,3,7,0.5,6,0,55.56,5.2479,260.0773,1.453,94,0,0,0,18,260.2129,0.1379
train1195,1,3,45.3982,6,6,41,24.4838,20,233,1543.02,249.2004,1,2,0,7,0.5,3,0,46.25,5.3219,245.178,3.295,100,0,0,0,18,245.3605,0.2439
train1196,1,3,49.7847,12,12,43,29.8553,24,325,1563.04,284.3401,4,0,4,16,0.4444,6,0,26.79,5.585,295.1685,2.861,116,0,0,0,22,295.3795,0.1163
train1197,1,2.67,37.0823,6,6,33,22.3177,17,186,1015.02,199.519,2,1,0,7,0.4286,2,0,15.27,5.0875,202.147,1.859,84,0,0,0,15,202.2959,0.2121
train1198,1,1.9,37.4607,6,6,29,22.2793,19,235,594.07,238.9521,4,0,0,6,0.5,4,0,62.83,5.2479,306.9837,1.921,96,0,0,0,18,308.1823,0.1379
train1199,1,2.89,47.5175,12,12,38,23.3205,23,369,1180.04,278.1092,1,0,2,7,0.4545,6,0,12.47,5.5236,321.0687,4.268,112,0,0,0,21,322.2295,0.1316
train1200,1,3.11,51.4494,12,12,43,30.2906,23,330,1605.03,285.6986,2,0,5,13,0.4444,7,0,31.78,5.5236,298.1504,4.789,108,0,0,0,21,298.4474,0.1395
train1201,1,3.33,73.8254,0,0,67,45.0526,38,765,3710.09,466.6742,7,1,6,6,0.5,14,0,106.97,6.2479,494.2116,2.118,202,0,0,0,35,494.5259,0.2687
train1202,1,3.44,76.919,0,0,70,47.239,39,798,4069.09,483.9702,7,1,6,6,0.5,15,1,106.97,6.2854,508.2273,2.643,204,0,0,0,36,508.5525,0.2714
train1203,1,3.33,49.4498,6,6,44,29.3102,22,255,1867.01,262.6457,1,0,0,6,0.5,2,0,3.24,5.4594,255.1987,4.134,112,0,0,0,19,255.3985,0.2727
train1204,1,3.22,50.1467,12,12,43,28.7693,24,362,1563.03,288.4328,1,0,5,16,0.5,7,0,21.7,5.585,295.1572,3.765,114,0,0,0,22,295.3763,0.1163
train1205,1,3.11,55.1867,12,12,46,27.9333,26,507,1609.05,339.0201,4,1,8,17,0.4615,10,0,49.41,5.7004,356.1292,3.346,122,0,0,0,25,356.8466,0.087
train1206,1,3.33,51.4427,12,12,42,27.2173,23,331,1516.02,289.3614,1,0,5,14,0.4444,5,0,28.54,5.5236,295.1395,4.556,108,0,0,0,21,295.4435,0.119
train1207,1,2.56,46.5981,12,12,38,21.1859,26,379,1048.07,292.27,5,2,3,17,0.5,7,0,73.13,5.7004,348.0677,2.438,126,0,0,0,24,348.7566,0.0789
train1208,1,2.78,38.7371,12,12,32,17.5829,20,237,850.03,221.4554,3,2,0,6,0.5,2,0,41.13,5.3219,238.1106,2.894,96,0,0,0,18,238.285,0.0625
train1209,1,3.33,61.822,0,0,56,34.822,30,480,2779.05,370.3249,4,2,3,6,0.4545,8,0,74.6,5.9069,376.205,1.746,164,0,0,0,27,376.4625,0.2857
train1210,1,3.33,70.9468,0,0,66,45.2132,35,618,3970.07,415.4138,6,2,4,1,0.5,9,0,93.06,6.1293,438.2418,1.619,192,0,0,0,31,438.5304,0.3333
train1211,1,3.22,58.8504,15,16,50,31.7896,31,817,2053.06,350.7525,2,1,5,12,0.4706,7,0,58.1,5.9542,379.1696,2.787,148,0,0,0,28,379.4282,0.12
train1212,1,2.78,59.6374,12,12,50,30.7666,29,574,1845.08,374.4481,6,2,8,17,0.4615,14,0,81.08,5.858,424.0957,2.323,136,0,0,0,28,425.3063,0.12
train1213,1,2.67,48.7427,11,11,42,29.3173,23,460,1516.05,272.4387,3,0,2,7,0.4615,6,0,24.3,5.5236,304.1455,3.014,108,0,0,0,21,304.8183,0.1667
train1214,1,3.44,53.403,12,12,46,30.197,24,369,1842.02,299.1451,2,0,5,15,0.5,6,0,6.48,5.585,292.1939,4.834,114,0,0,0,22,292.4187,0.1304
train1215,1,2.45,43.2931,6,6,38,26.7049,20,403,1179.05,259.3265,4,1,6,9,0.4615,6,0,41.57,5.3219,282.1135,1.86,90,0,0,0,19,282.7663,0.1842
train1216,1,2.89,42.3047,6,6,38,24.9373,19,221,1328.02,231.9045,1,1,0,7,0.5,3,0,23.47,5.2479,231.1623,2.391,96,0,0,0,17,231.3339,0.2368
train1217,1,3,43.5907,16,17,36,21.7493,22,300,1064.03,253.4109,1,0,2,17,0.4444,4,0,34.89,5.4594,264.1263,4.168,106,0,0,0,20,264.3224,0.0833
train1218,1,1.9,22.3587,0,0,21,14.6013,10,73,351.03,140.5762,3,1,2,5,0.4,3,0,46.17,4.3219,141.079,0.093,50,0,0,0,10,141.168,0.2381
train1219,1,1.57,9.034,0,0,8,5.886,2,6,43.01,58.3595,0,0,3,0,0.5,2,0,0,2,64.008,1.398,6,0,0,0,3,64.5141,0.25
train1220,1,2.67,49.4019,16,16,38,23.7181,26,366,1175.06,277.0778,3,0,2,18,0.4444,5,1,71.31,5.7004,342.0706,5.113,128,0,0,0,23,342.8475,0.1053
train1221,1,2.56,39.1127,11,11,34,23.6653,19,280,919.04,227.9425,3,0,5,8,0.5,7,0,44.12,5.2479,244.1212,2.874,88,0,0,0,18,244.2896,0.1176
train1222,1,2.56,33.9887,9,10,30,17.4913,15,180,779.02,181.043,1,2,4,9,0.5,5,0,41.81,4.9069,188.1313,2.228,70,0,0,0,14,188.2693,0.1333
train1223,1,2.34,32.7771,6,6,28,17.3429,14,216,602.03,200.0081,2,1,7,6,0.5,6,0,29.1,4.8074,211.0764,2.173,60,0,0,0,14,211.6883,0.1429
train1224,1,3.55,60.3922,12,12,53,35.5278,27,583,2425.03,342.5273,3,0,4,9,0.5,7,0,23.55,5.7549,336.2202,3.935,124,0,0,0,25,336.4713,0.1698
train1225,1,3.33,53.8362,17,17,46,29.1038,25,428,1798.03,296.6054,2,0,5,17,0.4545,8,0,21.06,5.6439,305.1892,4.524,116,0,0,0,23,305.4175,0.1087
train1226,1,3.22,57.9908,12,12,51,35.3672,28,698,2159.05,340.0891,3,0,5,8,0.5,9,0,32.78,5.8074,356.19,3.947,130,0,0,0,26,356.4346,0.1569
train1227,1,2.56,38.6227,9,10,34,22.5373,20,249,990.04,215.4137,1,1,3,9,0.5,5,0,19.03,5.3219,250.1282,2.888,100,0,0,0,18,250.2876,0.1765
train1228,1,2.67,41.9005,12,12,33,18.9995,23,292,805.05,257.3935,3,0,0,17,0.5,4,0,32.67,5.5236,302.0622,3.079,112,0,0,0,21,302.7312,0.0606
train1229,1,3.11,62.5142,0,0,57,34.9318,32,547,2788.07,385.1827,5,3,4,6,0.5,10,0,94.83,6,410.1905,1.067,174,0,0,0,29,410.4524,0.2807
train1230,1,3.33,68.2796,0,0,62,40.8404,35,620,3426.07,410.1409,6,2,4,6,0.5,9,0,93.06,6.1293,434.2105,1.122,190,0,0,0,31,434.4987,0.2903
train1231,1,3.44,73.9352,0,0,67,45.9008,38,767,3919.08,450.8866,7,1,6,6,0.5,11,0,99.13,6.2479,476.221,1.862,204,0,0,0,34,476.5354,0.2836
train1232,1,2.45,42.4245,12,12,35,19.8355,25,348,863.07,268.1232,3,0,3,20,0.4444,4,0,78.49,5.6439,313.0863,2.349,122,0,0,0,23,313.2838,0.0571
train1233,1,2.89,60.2226,0,0,55,32.7454,32,547,2552.08,376.6769,6,4,4,6,0.5,10,0,115.06,6,412.1697,0.598,174,0,0,0,29,412.4251,0.2727
train1234,1,3.22,68.1698,0,0,62,40.9502,36,635,3364.08,416.2084,6,2,4,6,0.5,10,0,93.06,6.1699,452.201,1.153,198,0,0,0,32,452.4891,0.2903
train1235,1,3.33,61.822,0,0,56,34.822,30,513,2779.05,370.3249,4,2,4,6,0.5,8,0,74.6,5.9069,376.205,2.398,158,0,0,0,27,376.4625,0.2857
train1236,1,3.11,50.6329,12,12,43,28.3471,26,397,1610.04,286.557,3,0,0,15,0.5,3,0,18.84,5.7004,309.1641,3.567,126,0,0,0,23,309.3813,0.1395
train1237,1,3.33,68.2796,0,0,62,39.8824,34,681,3295.07,419.8609,6,2,6,6,0.5,11,0,100.9,6.0875,434.2105,1.678,182,0,0,0,31,434.4987,0.2742
train1238,1,3.11,59.5304,0,0,54,32.6356,30,513,2547.06,361.8192,5,3,4,6,0.5,8,0,94.83,5.9069,378.1843,0.739,160,0,0,0,27,378.4353,0.2778
train1239,1,3.55,74.4668,0,0,68,44.2552,36,768,3985.07,454.4528,6,2,6,6,0.4667,13,0,100.9,6.1699,462.2418,2.441,186,0,0,0,33,462.5519,0.2794
train1240,1,2.89,45.9477,12,12,37,23.5503,23,350,1101.04,269.6272,1,1,5,15,0.5,6,0,46.56,5.5236,301.0937,4.1,108,0,0,0,21,301.3802,0.0811
train1241,1,3.33,69.6132,0,0,64,43.0268,35,620,3694.07,412.7773,6,2,4,4,0.5,9,0,93.06,6.1293,436.2261,0.654,190,0,0,0,31,436.5145,0.3125
train1242,1,3.22,63.1678,12,12,55,36.2722,33,896,2494.07,376.7525,5,1,5,8,0.5,8,0,52.65,6.0444,413.1915,3.798,160,0,0,0,30,413.4612,0.1636
train1243,1,3,49.8477,12,12,40,23.3723,27,405,1297.05,296.925,3,0,0,17,0.5,5,0,32.67,5.7549,342.0935,3.817,132,0,0,0,24,342.7952,0.125
train1244,1,2.89,40.9711,11,11,36,24.6669,18,281,1097.02,228.088,1,0,4,6,0.5,7,0,16.38,5.1699,229.1467,2.798,82,0,0,0,17,229.318,0.1389
train1245,1,3.22,49.0234,6,6,45,31.4966,19,237,1810.01,270.0627,1,0,5,6,0.5,7,1,3.24,5.2479,245.2143,5.237,86,0,0,0,18,245.4036,0.2444
train1246,1,1.46,33.2163,9,10,31,21.7057,19,271,718.09,208.2063,6,4,5,11,0.4444,8,0,139.28,5.2479,255.0968,-1.421,90,0,0,0,18,255.231,0.129
train1247,1,2.56,35.5859,6,6,31,18.9741,17,199,784.03,213.1863,3,1,2,6,0.5,3,0,46.17,5.0875,217.1103,2.157,82,0,0,0,16,217.2642,0.1613
train1248,1,2.12,31.7039,6,6,29,18.3141,14,220,659.04,189.4945,3,3,7,7,0.5,7,0,71.13,4.8074,193.1215,1.902,60,0,0,0,14,193.246,0.1034
train1249,1,2.56,44.7745,12,12,36,21.4055,26,387,892.07,286.8246,3,0,3,17,0.5,7,0,32.67,5.7004,352.059,4.343,128,0,0,0,24,352.7388,0.0833
train1250,1,3,64.0274,0,0,57,34.2586,33,568,2730.08,400.3938,5,3,4,6,0.5,11,0,94.83,6.0444,444.1515,1.644,180,0,0,0,30,444.8974,0.2807
train1251,1,2.34,39.4883,0,0,36,23.8717,19,226,1063.05,246.5097,5,2,2,8,0.5,3,0,75.27,5.2479,250.1317,2.176,92,0,0,0,18,250.2941,0.2222
train1252,1,3.11,67.8232,12,12,59,42.4388,34,806,2914.08,397.8117,4,1,3,13,0.4667,11,0,55.25,6.0875,451.1905,4.518,164,0,0,0,31,451.5501,0.1864
train1253,1,3,49.1887,6,6,43,29.7273,26,328,1747.04,274.0235,2,0,2,8,0.4444,3,0,38.77,5.7004,299.1521,0.922,136,0,0,0,22,299.3649,0.2558
train1254,1,3.33,66.6294,0,0,61,39.7726,32,639,3284.06,399.1338,6,2,6,4,0.5,9,0,100.9,6,404.2199,0.864,168,0,0,0,29,404.4975,0.2951
train1255,1,3.55,72.8165,0,0,67,44.1455,34,679,3970.06,433.7258,6,2,5,4,0.5,11,0,100.9,6.0875,432.2512,1.686,176,0,0,0,31,432.5507,0.2985
train1256,1,2.89,46.0951,6,6,40,25.6249,25,289,1516.04,256.7275,2,1,0,8,0.5,2,0,49.77,5.6439,285.1365,0.601,132,0,0,0,21,285.3383,0.25
train1257,1,3.22,60.9474,12,12,53,35.8126,28,634,2375.05,351.869,4,1,6,6,0.4667,10,0,35.94,5.8074,374.1761,2.714,128,0,0,0,26,374.905,0.1698
train1258,1,2.34,34.2591,6,6,30,18.5409,17,199,721.04,206.887,4,2,2,6,0.5,3,0,58.2,5.0875,218.1055,1.633,82,0,0,0,16,218.2522,0.1333
train1259,1,2.89,41.9359,9,10,37,23.1841,19,296,1249.02,220.5745,1,2,2,9,0.5,3,0,27.82,5.2479,228.1626,3.107,88,0,0,0,17,228.3333,0.1892
train1260,1,3.66,50.7291,12,12,41,22.7509,24,387,1387.01,297.5349,1,0,6,18,0.5,3,1,3.24,5.585,285.1517,5.597,112,0,0,0,22,285.383,0.0732
train1261,1,3.33,54.3102,9,10,49,34.5698,23,348,2181.02,289.7585,1,0,5,9,0.5,6,0,8.17,5.5236,284.2252,4.898,108,0,0,0,21,284.4397,0.2245
train1262,1,2.01,28.6103,6,6,26,16.4897,13,159,520.04,172.1985,4,2,6,10,0.5,5,0,54.02,4.7004,179.1059,1.434,58,0,0,0,13,179.2194,0.1154
train1263,1,3.55,56.8654,12,12,50,32.4546,24,292,2095.02,326.591,2,0,8,6,0.5,11,0,20.31,5.585,309.2093,4.429,114,0,0,0,23,309.446,0.16
train1264,1,3.33,61.4002,0,0,55,32.5258,30,515,2662.05,370.4111,5,3,4,6,0.5,7,0,94.83,5.9069,372.1937,0.181,160,0,0,0,27,372.4556,0.2545
train1265,1,3.22,54.543,12,12,46,32.477,24,343,1842.03,302.9946,2,0,5,13,0.4444,8,1,31.78,5.585,312.166,5.249,114,0,0,0,22,312.4741,0.1522
train1266,1,3.22,51.1114,12,12,44,28.9686,24,348,1654.03,290.6393,3,0,5,15,0.4444,6,0,23.55,5.585,294.1732,3.512,114,0,0,0,22,294.3915,0.1364
train1267,1,3.11,55.345,12,12,47,34.393,25,377,1895.04,311.7848,2,0,5,14,0.5,9,0,41.01,5.6439,328.1609,4.513,120,0,0,0,23,328.4735,0.1489
train1268,1,3.44,52.4382,12,12,45,25.8038,25,350,1842.02,287.2186,2,2,5,6,0.4444,6,0,32.26,5.6439,293.178,3.818,124,0,0,0,22,293.4035,0.1778
train1269,1,3.66,69.2158,18,18,57,35.5422,36,712,2729.06,411.8804,3,0,3,22,0.4615,6,1,51.54,6.1699,448.1554,5.855,176,0,0,0,32,448.9422,0.1404
train1270,1,3,42.7311,10,11,37,23.3469,20,341,1215.02,233.0275,2,1,2,10,0.4545,3,0,21.26,5.3219,241.1467,3.153,92,0,0,0,18,241.3288,0.1622
train1271,1,2.56,43.3507,12,12,36,21.2113,22,398,1064.05,250.2997,4,1,0,13,0.5,4,0,49.25,5.4594,289.0982,3.482,104,0,0,0,20,289.7605,0.1389
train1272,1,2.45,41.2319,12,12,31,14.7101,23,290,669.06,258.0313,4,2,0,17,0.5,4,0,61.69,5.5236,320.0119,3.895,112,0,0,0,21,321.1585,0.0323
train1273,1,2.78,49.1691,12,12,41,26.4709,24,546,1387.05,284.4617,4,0,3,8,0.4667,5,0,32.26,5.585,314.1298,3.663,110,0,0,0,22,314.8131,0.122
train1274,1,3.55,51.6362,12,12,44,25.8038,24,337,1789.01,278.4283,1,1,5,6,0.4444,5,1,12.03,5.585,277.183,5.059,118,0,0,0,21,277.4041,0.1818
train1275,1,3.33,48.0111,12,12,40,24.6669,24,303,1429.02,267.2861,1,0,0,15,0.375,1,0,12.47,5.585,277.1467,3.358,116,0,0,0,21,277.361,0.125
train1276,1,2.89,43.5331,12,12,38,26.5829,20,306,1179.03,251.5378,1,0,5,7,0.5,8,0,21.7,5.3219,257.1416,3.691,90,0,0,0,19,257.3282,0.1053
train1277,1,2.34,34.2591,6,6,30,19.8609,17,183,721.04,206.887,4,1,2,6,0.4286,4,0,49.41,5.0875,218.1055,1.7,84,0,0,0,16,218.2522,0.1333
