CompName,Expt,SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumStereocenters,NumUnspecifiedStereocenters,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
train1314,1,2.9848,109.9915,175.6911,60.89,406.482,406.1893,6,0,3,0,6,0,6,30,56,5,5,6,2,2,4,1,1,2,1,1,2,0.5,17.3365,10.8148,9.0813,7.9008,6.6495,10.8148,9.0813,7.9008,6.6495,-2.6,18.1915,6.4468,2.2823,9.4737,54.8052,16.5727,5.9179,40.7474,36.6592,0,0,0,0,11.499,0,19.0051,0,9.8839,5.9179,49.3481,20.7022,53.3495,0,11.499,5.9693,19.1105,4.984,4.7945,0,0,6.0664,68.9562,29.414,12.6732,12.2079,11.499,0,0,5.9693,24,0,0,0,0,0,0,0,2,3,1,30,6,1,0,22,6,0,3,10,6,0,0,0,0,3,2,1,0,13,10,1,0,0,1,5,0,0,0,0,7,6
train1315,1,2.3843,78.6741,119.8372,84.6,281.271,281.08,6,1,2,1,4,1,6,21,32,0,0,3,2,0,1,0,0,1,2,0,0,0.0667,10.9451,6.335,4.566,3.1712,2.2193,6.335,4.566,3.1712,2.2193,-3.02,12.986,5.1629,2.5077,5.3168,23.0869,4.7945,10.1143,11.1269,53.5233,0,0,0,11.3748,0,0,9.7178,0,0,4.9924,0,11.8615,69.7722,0,0,22.9936,5.3168,19.9013,0,0,0,30.3318,6.0664,23.2596,16.3224,6.5448,0,5.9072,5.6874,0,15,0,0,0,0,0,0,1,2,3,0,21,3,2,0,11,7,0,2,10,6,1,1,1,1,3,0,1,0,11,6,0,0,0,0,2,1,0,0,0,2,1
train1316,1,3.9106,81.8525,125.8859,20.31,289.394,289.1842,2,0,5,0,2,0,3,21,45,0,0,4,1,3,3,0,2,2,1,1,1,0.6111,12.5615,8.2162,6.6799,5.0435,3.8274,8.2162,6.6799,5.0435,3.8274,-1.22,14.7062,6.6944,3.9089,0,30.3174,0,17.653,48.8829,24.2655,0,0,0,4.3904,0,0,9.185,0,4.8999,11.8358,38.5249,19.6343,35.6461,0,0,5.7832,4.8999,4.7945,4.3904,0,0,0,74.7501,25.0738,0,5.8172,5.7832,0,0,0,18,1,0,0,0,0,0,0,1,1,0,21,6,1,0,13,3,0,5,3,2,0,0,0,0,2,3,1,0,10,5,0,0,0,0,2,2,0,0,0,9,10
train1317,1,1.1589,77.8365,123.304,50.72,285.343,285.1365,4,2,1,2,4,0,4,21,40,5,5,5,1,1,4,0,1,2,1,0,2,0.5294,12.0038,7.7227,6.6259,5.8849,5.1283,7.7227,6.6259,5.8849,5.1283,-1.52,12.0669,3.8134,1.2455,14.7905,37.0109,11.8358,5.9179,17.5477,24.2848,0,0,0,0,11.499,0,14.5803,0,5.3168,5.9179,36.5064,13.6546,35.4117,0,11.499,0,19.897,0,0,0,0,18.2184,31.0162,22.9382,7.1098,12.2079,11.499,0,0,0,17,0,0,0,0,0,0,0,1,2,1,21,3,0,0,18,4,0,1,7,4,2,2,0,0,2,1,0,0,9,8,1,0,0,1,4,0,0,0,0,7,6
train1318,1,3.5122,105.37,160.0924,32.78,370.468,370.2057,4,0,7,0,3,1,5,27,54,0,0,3,2,1,1,0,1,1,2,0,0,0.4091,15.8121,9.5058,6.9566,5.1303,3.7078,9.5058,6.9566,5.1303,3.7078,-2.24,19.5196,9.6249,5.1454,4.8999,50.1999,15.9522,5.8172,18.4051,54.5973,0,0,0,10.0778,0,0,13.9218,0,4.8999,0,25.3043,38.2509,65.978,0,0,11.5946,14.5367,4.7945,4.3904,0,0,42.4646,36.9587,32.7859,5.6874,12.4241,0,0,5.9072,0,22,1,0,0,0,0,0,1,1,2,0,27,10,1,0,12,6,0,7,6,4,0,0,0,0,3,4,2,0,13,5,0,0,0,0,3,0,0,0,0,0,0
train1319,1,3.6003,91.8018,141.0023,32.7,329.827,329.1183,3,1,1,1,3,0,4,23,43,1,1,4,2,0,2,0,0,2,2,0,0,0.3684,13.9362,8.4544,6.9084,5.2642,3.9399,8.0765,6.5012,4.9614,3.7536,-1.71,14.8554,5.7329,2.5801,4.7369,36.7505,12.8416,0,28.1717,30.3318,5.0226,0,0,0,11.499,11.6009,9.8434,0,4.8999,0,18.7595,26.7441,57.6083,0,11.499,11.6009,14.7433,0,0,0,0,29.8,42.2916,30.9917,11.6295,11.499,0,0,0,0,19,0,1,0,0,0,0,0,1,1,1,23,4,0,0,16,6,0,1,5,3,1,1,0,0,3,0,0,0,11,9,0,0,0,1,2,1,0,0,0,4,2
train1320,1,3.43922,94.0477,134.6366,30.87,312.442,312.1409,4,1,0,1,5,0,5,22,42,0,0,4,2,1,2,1,1,2,1,0,0,0.3529,13.7816,8.5124,7.2241,5.2435,3.9259,7.6959,5.9677,4.2776,3.006,-1.85,13.7883,5.4093,2.4013,5.3168,48.8621,0,6.9237,10.4406,35.3242,0,0,0,16.3759,0,11.3368,0,0,9.7998,4.9924,6.9237,38.5435,40.7724,0,0,33.5483,15.1166,0,4.9924,0,11.3368,12.1327,32.1705,31.0562,16.9382,10.8367,0,0,0,0,17,0,0,0,0,1,0,0,4,0,0,22,3,0,0,16,6,0,0,4,4,1,1,0,0,2,0,0,0,12,8,0,0,0,1,2,1,0,0,0,4,2
train1321,1,3.3085,113.4008,161.8753,29.95,363.505,363.2311,4,1,6,1,4,0,4,27,56,0,0,4,2,1,2,0,1,2,2,0,0,0.3913,15.9263,10.0424,7.363,5.6348,4.1291,10.0424,7.363,5.6348,4.1291,-2.14,18.2339,8.6988,4.2394,4.8999,67.3265,0,0,17.5477,48.5309,0,12.152,0,11.3748,0,0,5.1065,0,9.7998,0,6.4208,57.3201,59.6578,0,0,23.5268,14.9063,4.8999,0,0,0,48.5502,36.2252,50.6433,6.6069,0,0,0,0,0,23,0,0,0,0,0,0,0,3,1,0,27,7,0,0,16,7,0,6,5,4,1,1,0,0,1,5,0,0,14,7,0,0,0,0,3,1,0,0,0,4,2
train1322,1,5.4689,131.438,208.7065,28.18,507.622,507.2167,5,0,7,0,6,0,9,35,67,0,0,5,2,2,3,0,2,3,2,0,0,0.5385,20.6209,13.2249,10.3357,7.9815,6.0028,12.4084,9.2519,6.8512,4.9267,-1.78,24.8942,11.0877,6.1412,4.8999,75.1169,15.65,0,24.8259,52.2555,0,0,0,24.546,0,11.7619,22.645,0,9.7998,0,41.5198,63.927,48.028,0,0,23.1367,24.1735,0,0,13.1712,0,23.8946,49.7182,55.4803,30.152,0,6.29,0,0,6.1763,26,3,0,0,0,1,0,0,3,0,2,35,11,0,0,22,6,0,7,7,5,0,0,0,0,3,5,0,1,17,9,0,0,0,0,5,0,0,0,0,4,2
train1323,1,3.2139,89.4237,139.5545,41.57,328.799,328.0979,4,1,1,1,3,1,5,23,40,2,2,4,2,1,2,0,1,2,2,0,0,0.2778,13.508,8.0548,6.4936,4.65,3.7628,7.6769,6.0571,4.4149,3.5907,-1.88,14.6959,5.3381,2.2554,5.3168,30.0006,15.2564,0,18.0506,48.5309,5.0226,0,0,5.6874,0,11.6009,9.5314,0,4.8999,0,18.7527,18.4063,64.6805,0,0,23.1955,10.0537,9.6944,0,0,0,41.9328,25.1228,28.3817,12.6487,0,5.725,5.9072,0,0,18,0,1,0,0,0,0,0,2,1,1,23,3,1,0,16,6,0,1,6,4,1,1,0,0,3,0,0,0,12,7,1,0,0,1,2,1,0,0,0,4,2
train1324,1,2.9755,89.6086,137.8656,43.7,313.441,313.2042,3,2,2,2,3,0,3,23,50,3,3,5,1,3,4,0,1,1,1,2,3,0.7,13.7995,9.4118,8.4632,7.2699,5.9437,9.4118,8.4632,7.2699,5.9437,-1.06,14.2972,4.7334,1.8962,0,39.8454,11.8358,5.9179,56.0727,18.1991,0,0,0,0,5.7495,0,10.2131,0,4.8999,5.9179,68.4245,13.0895,29.326,0,5.7495,0,10.2131,4.8999,0,0,0,18.908,74.2472,18.0016,5.6011,5.7495,0,0,0,0,20,0,0,0,0,0,0,0,1,2,0,23,4,0,0,20,3,0,2,5,3,2,2,0,0,2,1,0,0,12,6,2,1,0,0,4,0,0,0,0,5,3
train1325,1,3.1686,93.0598,137.8174,40.62,330.453,330.1402,4,0,4,0,4,0,5,23,45,1,1,3,2,0,1,0,0,1,2,0,0,0.3333,14.546,9.2474,8.3034,5.9107,4.912,7.7642,6.4169,4.0622,3.2525,-1.85,16.0235,5.9808,2.8631,4.8999,40.5026,9.8373,5.9179,6.9237,58.3219,0,0,0,11.3748,0,0,8.4178,0,4.8999,5.9179,16.7147,32.0848,48.5309,0,0,21.212,9.7998,0,8.4178,0,0,31.1892,44.2787,13.0895,21.1657,0,0,9.8373,0,0,18,0,0,0,0,1,0,1,1,2,0,23,7,2,0,10,6,0,4,6,4,0,0,0,0,5,2,2,0,8,5,1,0,0,0,3,0,0,0,0,4,2
train1326,1,3.85822,114.9387,166.4047,40.73,379.504,379.226,5,1,6,1,4,0,5,28,57,0,0,4,3,1,1,1,1,1,2,0,0,0.3913,16.995,9.9484,7.3956,5.7953,4.1721,9.9484,7.3956,5.7953,4.1721,-2.66,18.6917,8.148,3.6697,14.3736,56.8273,6.4208,6.9237,11.2574,42.4646,0,10.9029,0,5.6874,11.499,0,9.4737,0,9.8839,0,13.3446,51.8433,53.7219,0,11.499,16.5903,19.3576,4.8999,0,0,0,18.1991,37.1071,61.0744,14.2196,0,11.499,0,0,0,23,0,0,0,0,0,0,0,3,2,0,28,9,0,0,14,8,0,6,7,5,1,1,0,0,3,4,0,0,12,9,0,0,0,1,3,0,0,0,0,2,1
train1327,1,0.7637,37.947,65.1195,46.61,157.169,157.0739,4,0,1,0,3,2,4,11,22,1,1,1,0,1,1,0,1,1,0,0,0,0.7143,6.8791,3.5216,2.8165,2.0181,0.9659,3.5216,2.8165,2.0181,0.9659,-1.06,8.0406,2.2182,0.982,0,29.5491,9.5314,0,20.2683,0,0,0,0,4.7945,0,0,14.3259,0,4.8999,0,25.8693,7.0477,0,0,0,12.0004,4.7369,4.7945,9.6944,0,0,6.9237,13.3446,7.0477,0,0,5.6011,0,5.9072,6.0932,7,0,0,0,0,0,0,0,1,2,1,11,4,2,0,5,0,0,1,7,4,0,0,0,0,5,1,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0
train1328,1,1.7516,99.8744,163.8718,94.83,392.467,392.1999,5,3,2,3,5,0,6,28,57,9,9,4,0,3,4,0,0,0,0,3,4,0.7273,16.5607,10.1429,9.7908,8.6269,7.3832,10.1429,9.7908,8.6269,7.3832,-1.37,19.9253,6.0654,2.2244,0,51.3696,9.5891,34.5016,40.0337,23.8012,0,0,0,4.3904,0,0,29.2991,0,0,34.5016,57.9104,6.6069,23.8012,0,0,11.5665,15.3196,9.5891,4.3904,0,0,26.8472,54.7413,16.7479,6.104,18.3796,11.5665,0,0,0,22,1,0,0,0,0,0,0,0,5,0,28,9,2,0,18,2,0,2,10,5,3,3,0,0,9,1,1,0,6,8,3,0,0,1,3,0,0,0,0,6,3
train1329,1,-0.1027,53.4844,86.4217,72.63,206.201,206.0691,5,2,2,1,3,2,5,15,25,0,0,2,1,0,1,0,0,1,1,0,0,0.2,7.9729,4.4876,3.2026,2.1222,1.4831,4.4876,3.2026,2.1222,1.4831,-2.04,9.5125,3.606,1.7605,15.3704,24.966,9.5891,0,0,24.2655,0,0,0,5.6874,5.7495,0,14.3259,0,0,5.7337,0,18.0515,24.2655,0,5.7495,17.5017,10.4705,14.489,0,0,0,12.1327,12.1327,0,5.6874,12.2943,6.6069,5.9072,5.9072,0,10,0,0,0,0,0,0,1,1,2,1,15,3,2,0,8,3,0,2,8,5,2,1,0,0,3,1,1,0,6,4,0,0,0,0,2,0,0,0,0,2,1
train1330,1,4.6311,94.234,136.6742,6.48,310.466,310.1504,2,0,2,0,3,0,3,22,44,1,1,4,2,1,2,0,1,2,2,0,0,0.3684,13.8509,8.9473,7.5024,5.8251,4.754,8.1308,6.4186,4.6949,3.6583,-1.45,14.162,5.9765,2.6367,4.8999,31.5819,0,5.9179,12.8416,58.3219,0,0,0,11.3748,0,11.7619,0,0,4.8999,5.9179,22.6326,31.5819,48.5309,0,0,23.1367,9.7998,0,0,0,0,36.0274,56.6174,22.8805,11.3748,0,0,0,0,0,19,0,0,0,0,1,0,0,2,0,0,22,3,0,0,16,6,0,2,2,2,0,0,0,0,1,1,0,0,13,7,0,0,0,0,4,0,0,0,0,4,2
train1331,1,-1.3073,64.8397,102.1057,130.05,253.262,253.1175,8,5,5,4,7,0,8,18,33,0,0,2,2,0,0,2,0,0,0,0,0,0.5,9.7048,5.5771,4.0812,2.7878,1.6964,5.5771,4.0812,2.7878,1.6964,-1.93,12.5249,5.1493,2.3369,11.2929,42.9459,6.5448,5.9179,6.4208,11.1219,0,11.1639,0,5.9483,0,0,10.2131,0,19.519,5.9179,12.9656,18.9474,16.6811,0,0,17.1122,20.5138,9.7785,4.984,4.984,0,0,6.4208,25.6764,6.3273,0,11.1639,5.9483,5.5593,0,10,0,0,0,0,0,0,1,4,3,0,18,8,1,0,5,5,0,5,11,8,5,4,0,0,4,4,1,0,4,5,0,0,0,1,1,0,0,0,0,2,1
train1332,1,2.4621,68.6777,103.1221,30.49,235.327,235.1572,3,1,5,1,3,0,3,17,38,1,1,2,1,0,1,0,0,1,1,0,0,0.5714,10.609,6.3465,4.8842,2.838,1.8175,6.3465,4.8842,2.838,1.8175,-1.22,12.2426,5.9164,3.6322,14.7905,25.8004,0,5.9179,20.2683,24.2655,0,0,0,0,11.499,0,9.4737,0,5.3168,5.9179,26.3723,19.6964,24.2655,0,11.499,0,14.7905,0,0,0,0,25.9802,31.0162,6.5448,0,12.7108,11.499,0,0,0,14,0,0,0,0,0,0,1,0,0,2,17,7,0,0,8,3,0,5,5,3,1,1,0,0,2,4,1,0,7,3,0,0,0,0,2,0,0,0,0,2,1
train1333,1,1.185,58.4774,94.9671,75.27,226.276,226.1317,5,2,4,2,3,4,5,16,34,1,1,1,0,1,1,0,1,1,0,0,0,0.7273,9.9234,5.6544,4.252,3.3851,2.3602,5.6544,4.252,3.3851,2.3602,-1.39,12.6784,4.6342,1.8141,10.6336,17.8455,9.5891,11.3329,40.0337,0,0,0,0,4.7945,0,0,14.3836,0,10.6336,11.3329,40.0337,0,0,0,0,17.8455,0,20.2227,4.7945,0,0,27.192,18.7595,0,0,5.415,0,11.8144,0,6.0311,11,0,0,0,0,0,0,0,2,3,0,16,7,3,0,6,0,0,4,8,5,2,2,0,0,6,3,1,0,2,3,1,0,0,0,1,0,0,0,0,0,0
train1334,1,4.3907,111.4098,165.6768,35.94,384.545,384.1871,4,1,5,1,5,0,5,27,55,1,1,4,2,1,2,0,1,2,2,0,0,0.4545,16.9134,10.5832,8.7348,6.5844,5.121,9.7667,7.651,5.4541,4.0449,-1.69,18.663,8.1291,4.1023,9.6368,49.3992,0,5.9179,19.7654,52.2555,0,0,0,11.3748,5.7495,11.7619,9.8434,0,4.8999,5.9179,35.6603,38.1887,42.4646,0,5.7495,23.1367,19.6432,0,0,0,0,30.8184,43.025,42.0364,24.5885,5.7495,0,0,0,0,22,0,0,0,0,1,0,0,2,2,0,27,8,0,0,16,6,0,5,6,4,1,1,0,0,3,3,1,0,12,8,0,0,0,0,4,0,0,0,0,4,2
train1335,1,2.8609,77.1898,118.5567,49.5,272.348,272.1525,4,1,4,1,4,0,4,20,40,1,1,3,2,1,1,1,1,1,1,0,0,0.4375,11.534,7.2521,5.3591,3.8079,2.6645,7.2521,5.3591,3.8079,2.6645,-1.65,13.3385,6.2004,3.0829,0,34.7974,0,0,31.0604,40.9213,0,11.3237,0,0,0,0,9.6296,0,10.0566,0,25.3664,19.6343,42.0921,0,11.3237,0,14.5295,0,0,0,0,41.9093,25.9312,18.1746,0,11.7979,5.7602,0,0,0,16,0,0,0,0,0,0,0,2,1,1,20,5,0,0,12,5,0,4,6,4,1,1,0,0,1,1,1,0,13,4,0,0,0,1,2,0,0,0,0,0,0
train1336,1,2.9165,90.957,131.4464,18.84,291.398,291.1735,3,0,0,0,3,0,3,22,43,0,0,4,2,1,2,0,1,2,2,0,0,0.3158,12.996,7.9948,6.1884,4.6599,3.3008,7.9948,6.1884,4.6599,3.3008,-2.13,13.5272,5.5773,2.4171,0,48.8621,6.4208,0,16.6904,53.5233,0,0,0,5.6874,0,0,0,0,9.7998,4.9924,6.4208,33.2267,65.2213,0,0,11.523,9.7998,0,4.9924,0,0,42.4646,24.2409,38.1633,5.6874,5.8356,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,22,2,0,0,16,7,0,0,3,3,0,0,0,0,1,0,0,0,14,7,0,0,0,0,3,1,0,0,0,4,2
train1337,1,2.4329,66.5907,102.17,38.33,233.311,233.1416,3,1,3,1,3,0,3,17,36,2,2,2,1,1,1,0,1,1,1,0,0,0.5,10.1864,6.2271,4.4971,3.1349,2.3412,6.2271,4.4971,3.1349,2.3412,-1.35,12.1161,5.8235,3.3008,5.3168,18.5559,9.5314,0,37.8536,30.3318,0,0,0,0,0,0,9.5314,0,5.3168,0,38.332,6.5448,35.8953,0,0,5.9693,10.0537,4.7945,0,0,0,36.7527,24.9499,12.9656,0,6.104,0,0,0,5.9693,14,0,0,0,0,0,0,0,1,2,0,17,5,1,0,9,3,0,3,5,3,1,1,0,0,2,1,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0
train1338,1,2.3184,57.3206,89.1478,40.46,214.692,214.0761,2,2,2,2,2,0,3,14,29,1,1,1,1,0,0,0,0,0,1,0,0,0.4545,9.3377,4.8355,4.5746,2.8496,1.2536,4.4576,4.1381,2.5976,1.1276,-0.57,11.5045,3.5361,2.0834,0,15.8141,5.6011,0,26.3347,24.2655,5.0226,0,0,0,0,11.6009,10.2131,0,0,0,31.9733,0,34.8516,0,0,11.6009,10.2131,0,0,0,0,23.7337,38.4674,5.0226,5.6011,5.6011,0,0,0,0,11,0,1,0,0,0,0,0,0,2,0,14,8,0,0,3,3,0,2,4,2,2,2,0,0,6,0,0,2,4,2,0,0,0,0,1,0,0,0,0,0,0
train1339,1,4.3319,76.629,111.1939,3.24,243.394,243.1987,1,0,2,0,1,0,1,18,43,0,0,3,1,2,2,0,1,1,1,1,1,0.6471,11.405,7.7239,6.006,4.9532,3.9945,7.7239,6.006,4.9532,3.9945,-0.82,12.226,5.4398,2.208,0,17.9894,5.5389,0,56.93,30.3318,0,0,0,0,0,0,0,0,4.8999,0,56.9055,13.0895,35.8953,0,0,0,0,4.8999,0,0,0,56.0151,44.3363,5.5389,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,18,2,0,0,15,3,0,2,1,1,0,0,0,0,0,0,0,0,15,2,1,0,0,0,3,0,0,0,0,0,0
train1340,1,2.0782,57.227,85.4886,12.47,191.274,191.131,2,0,1,0,2,0,2,14,31,2,2,2,1,1,1,0,1,1,1,0,0,0.5,8.8111,5.1561,3.9233,3.0029,1.9151,5.1561,3.9233,3.0029,1.9151,-0.86,9.6858,4.1125,1.8123,0,31.1411,4.7369,0,18.5912,30.3318,0,0,0,0,0,0,4.7369,0,4.8999,0,19.0695,20.1993,35.8953,0,0,0,4.7369,4.8999,0,0,0,30.3318,19.5349,12.5866,12.7108,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,14,3,0,0,9,3,0,1,3,2,0,0,0,0,2,0,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0
train1341,1,1.0809,46.9311,67.3861,38.05,150.225,150.1157,2,3,3,2,2,0,2,11,25,1,1,1,1,0,0,0,0,0,1,0,0,0.3333,6.7486,3.8272,2.7574,1.6692,1.0266,3.8272,2.7574,1.6692,1.0266,-0.86,8.2386,4.1092,2.6987,11.2685,6.0418,6.4208,0,12.4872,30.3318,0,0,0,0,0,0,0,0,5.4258,5.8427,19.3864,0,35.8953,0,0,0,0,11.2685,0,0,0,30.3318,18.908,6.0418,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,11,5,0,0,3,3,0,3,2,2,3,2,0,0,2,2,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0
train1342,1,4.6933,105.5708,156.4044,23.47,347.502,347.2249,2,1,3,1,2,0,2,26,55,3,3,5,2,2,3,0,1,1,2,1,2,0.5,15.5319,10.3657,8.6429,7.4658,6.2675,10.3657,8.6429,7.4658,6.2675,-1.8,16.3792,6.4205,2.579,0,29.1378,18.2566,5.9179,48.7945,48.5309,0,0,0,0,5.7495,0,5.1065,0,4.8999,5.9179,56.4026,13.0895,65.2213,0,5.7495,0,5.1065,4.8999,0,0,0,49.2398,73.3899,18.0016,0,5.7495,0,0,0,0,24,0,0,0,0,0,0,0,1,1,0,26,4,0,0,20,6,0,3,3,2,1,1,0,0,1,2,0,0,15,7,1,0,0,0,5,0,0,0,0,5,3
train1343,1,1.7145,50.2984,77.5061,52.32,179.219,179.0946,3,2,4,1,2,1,3,13,26,0,0,1,1,0,0,0,0,0,1,0,0,0.3,7.4019,4.2498,2.7566,1.6969,1.0937,4.2498,2.7566,1.6969,1.0937,-1.51,9.577,5.1914,4.155,5.7337,12.7001,11.1577,0,11.9843,30.3318,0,0,0,4.7945,0,0,9.5314,0,0,5.7337,12.8416,6.6069,35.8953,0,0,6.0932,10.4705,0,4.7945,0,0,30.3318,18.4051,0,6.6069,0,0,0,0,6.0932,10,0,0,0,0,0,0,1,0,2,0,13,6,1,0,3,3,0,4,5,3,2,1,0,0,2,4,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0
train1344,1,4.6787,89.76,130.2248,3.24,293.435,293.1238,1,0,0,0,2,0,2,21,40,0,0,4,2,1,2,0,1,2,2,0,0,0.2632,13.1192,8.4162,6.96,5.6287,4.3975,7.5997,5.8762,4.4769,3.3072,-1.51,13.1737,5.3582,2.3263,0,25.0371,0,0,23.9685,63.895,0,5.5731,0,0,0,11.7619,0,0,4.8999,0,22.6326,20.1372,65.2309,0,0,17.335,4.8999,0,0,0,0,53.7332,48.7221,22.8805,0,0,0,0,0,0,19,0,0,0,0,1,0,0,1,0,0,21,1,1,0,16,6,0,0,1,1,0,0,0,0,1,0,0,0,13,7,0,0,0,0,4,0,0,0,0,4,2
train1345,1,3.1572,89.586,133.7915,32.67,308.768,308.0716,3,0,2,0,2,1,4,22,35,0,0,3,2,0,1,0,0,1,2,0,0,0.1111,12.5469,7.2188,5.3128,3.7097,2.6644,6.8409,4.8763,3.4746,2.4923,-2.57,14.3707,6.0467,2.6135,4.8999,24.7084,4.7945,12.3438,11.1269,53.5233,5.0226,0,0,5.6874,0,11.6009,4.7945,0,0,4.9924,0,17.9894,64.6805,0,12.3438,28.9072,0,14.6869,0,0,6.4233,47.8532,18.1991,16.1495,17.9438,6.5448,0,5.9072,0,0,18,0,1,0,0,0,0,0,2,1,0,22,4,1,1,11,7,0,2,4,3,0,0,0,0,3,2,0,0,10,7,0,0,0,0,2,1,0,0,0,2,1
train1346,1,3.6641,113.8878,171.5323,35.94,398.934,398.1761,4,1,5,1,4,0,5,28,55,0,0,4,2,1,2,0,1,2,2,0,0,0.3913,16.8665,10.3892,7.8361,5.8325,4.2095,10.0112,7.3997,5.5974,4.0374,-1.85,19.4657,9.0992,4.4139,4.7369,60.7818,6.6069,0,23.1112,48.5406,5.0226,5.5731,0,0,5.7495,11.6009,9.8434,0,9.7998,0,13.0277,45.8754,70.2536,0,5.7495,17.174,14.7433,4.8999,0,0,0,41.9424,41.3199,49.8546,6.6069,12.3564,0,0,0,0,23,0,1,0,0,0,0,0,2,1,1,28,7,1,0,17,6,0,5,6,4,1,1,0,0,2,5,0,0,13,8,0,0,0,0,3,1,0,0,0,4,2
train1347,1,4.0241,130.3696,195.8138,64.09,475.68,475.1963,6,1,8,1,6,0,8,32,65,0,0,4,2,1,2,0,1,2,2,0,0,0.5,20.5376,13.5977,12.0248,9.4177,6.5533,11.3412,8.7892,6.4763,4.555,-1.58,23.5739,10.1354,4.9927,4.8999,69.6107,10.0233,5.9179,25.6833,57.151,0,0,0,11.3748,0,11.7619,13.5243,0,9.2051,5.9179,40.3697,51.7812,42.4646,0,0,33.1599,14.9063,0,12.723,0,0,23.8946,81.5673,37.0379,16.2703,0,0,10.0233,0,0,24,0,0,0,0,2,0,1,2,3,0,32,11,2,0,16,6,0,8,9,6,1,1,0,0,5,5,1,1,12,8,0,0,0,0,4,0,0,0,0,4,2
train1348,1,1.5275,82.087,128.8525,50.72,298.346,298.143,6,0,3,0,6,0,6,22,40,0,0,4,2,1,2,1,1,2,1,0,0,0.375,12.3121,7.5122,5.4996,4.0504,2.858,7.5122,5.4996,4.0504,2.858,-2.34,13.3317,5.8059,2.6934,14.3736,47.8398,6.5448,0,5.5635,36.6592,0,0,0,5.9483,11.499,0,9.4737,0,14.8679,0,6.5448,37.8719,42.2226,0,11.499,5.9483,14.3736,4.8999,9.968,0,0,6.0664,23.7626,45.1175,0,0,11.499,12.7413,0,0,16,0,0,0,0,0,0,0,4,0,2,22,3,0,0,16,6,0,3,8,6,0,0,0,0,0,1,0,0,15,6,0,0,0,1,3,0,0,0,0,2,1
train1349,1,4.3742,90.922,130.4719,3.24,295.451,295.1395,1,0,0,0,2,0,2,21,42,0,0,4,2,1,2,1,1,1,1,0,1,0.3684,13.3787,8.7627,7.1971,5.8477,4.5372,7.8831,6.1964,4.867,3.6518,-1.38,13.2945,5.4328,2.3664,0,25.0371,12.8416,0,34.4091,41.285,0,5.5731,0,0,0,11.3368,0,0,4.8999,0,25.6833,20.1372,62.8525,0,0,16.9099,4.8999,0,0,0,11.3368,29.8386,66.4408,17.9667,0,0,0,0,0,0,19,0,0,0,0,1,0,0,1,0,0,21,1,1,0,17,5,0,0,1,1,0,0,0,0,1,0,0,0,13,7,0,0,0,1,2,1,0,0,0,4,2
